"PT";"AFD";"BLOK";"IFTYPE";"IFSUBTYPE";"IFCODE";"IFDESC";"DIMENSI";"NILAI";"SATUAN";"BAIK";"SIAGA";"RUSAK";"WO_NO";"CREATED_DATE";"CREATED_BY";"MODIFIED_DATE";"MODIFIED_BY";"LAT";"LON";"TOPOGRAFI";"JENIS_TANAH";"ACTIVE"
"SA1";"OC";"008";"JL";"JLB";"JLBOC008";"Jalan Koleksi Utara OC008";"PJG";"1274";"MTR";"1274";"0";"0";"WOWIF/SA1/202511/020054";"22-NOV-25 08.25.14.000000 AM";"0107042";"22-NOV-25 08.25.14.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"009";"JL";"JLA";"JLAOC009";"Jalan Transport Timur OC009";"PJG";"257";"MTR";"257";"0";"0";"WOWIF/SA1/202608/020032";"12-AUG-26 08.17.55.000000 AM";"0107042";"12-AUG-26 08.17.55.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"009";"JL";"JLB";"JLBOC009";"Jalan Koleksi Utara OC009";"PJG";"1262";"MTR";"1182";"80";"0";"";"04-JUN-26 01.50.42.000000 PM";"0107042";"04-JUN-26 01.50.42.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"010";"JL";"JLB";"JLBOC010";"Jalan Koleksi Utara OC010";"PJG";"1018";"MTR";"958";"60";"0";"";"04-JUN-26 01.51.47.000000 PM";"0107042";"04-JUN-26 01.51.47.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"010";"JL";"JLE";"JLEOC010";"Jalan Utama OC010";"PJG";"252";"MTR";"252";"0";"0";"WOWIF/SA1/202607/020029";"15-JUL-26 10.29.07.000000 AM";"0107042";"15-JUL-26 10.29.07.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"011";"JL";"JLA";"JLAOC011";"Jalan Transport Timur OC011";"PJG";"248";"MTR";"248";"0";"0";"WOWIF/SA1/202607/020051";"10-JUL-26 06.44.34.000000 AM";"0107042";"10-JUL-26 06.44.34.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"011";"JL";"JLB";"JLBOC011";"Jalan Koleksi Utara OC011";"PJG";"1018";"MTR";"1018";"0";"0";"";"24-APR-25 11.29.21.000000 AM";"0107042";"24-APR-25 11.29.21.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"012";"JL";"JLB";"JLBOC012";"Jalan Koleksi Utara OC012";"PJG";"1139";"MTR";"1079";"60";"0";"";"25-MAY-26 10.57.45.000000 AM";"0107042";"25-MAY-26 10.57.45.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"013";"JL";"JLB";"JLBOC013";"Jalan Koleksi Utara OC013";"PJG";"1145";"MTR";"1145";"0";"0";"WOWIF/SA1/202607/020049";"10-JUL-26 06.42.32.000000 AM";"0107042";"10-JUL-26 06.42.32.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"014";"JL";"JLA";"JLAOC014";"Jalan Transport Timur OC014";"PJG";"258";"MTR";"258";"0";"0";"WOWIF/SA1/202607/020052";"10-JUL-26 06.45.34.000000 AM";"0107042";"10-JUL-26 06.45.34.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"014";"JL";"JLB";"JLBOC014";"Jalan Koleksi Utara OC014";"PJG";"1017";"MTR";"1017";"0";"0";"";"22-MAY-25 11.28.36.000000 AM";"0107042";"22-MAY-25 11.28.36.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"015";"JL";"JLB";"JLBOC015";"Jalan Koleksi Utara OC015";"PJG";"1011";"MTR";"1011";"0";"0";"";"05-JUN-26 03.35.33.000000 PM";"0107042";"05-JUN-26 03.35.33.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"015";"JL";"JLE";"JLEOC015";"Jalan Utama OC015";"PJG";"259";"MTR";"259";"0";"0";"WOWIF/SA1/202607/020030";"08-JUL-26 08.02.12.000000 AM";"0107042";"08-JUL-26 08.02.12.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"016";"JL";"JLA";"JLAOC016";"Jalan Transport Timur OC016";"PJG";"266";"MTR";"266";"0";"0";"WOWIF/SA1/202608/020033";"12-AUG-26 08.18.50.000000 AM";"0107042";"12-AUG-26 08.18.50.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"016";"JL";"JLB";"JLBOC016";"Jalan Koleksi Utara OC016";"PJG";"1256";"MTR";"1256";"0";"0";"";"15-JUL-26 10.46.03.000000 AM";"0107042";"15-JUL-26 10.46.03.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"017";"JL";"JLA";"JLAOC017";"Jalan Transport Timur OC017";"PJG";"249";"MTR";"249";"0";"0";"WOWIF/SA1/202608/020034";"12-AUG-26 08.19.56.000000 AM";"0107042";"12-AUG-26 08.19.56.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"017";"JL";"JLB";"JLBOC017";"Jalan Koleksi Utara OC017";"PJG";"1238";"MTR";"1108";"130";"0";"";"26-JUN-26 02.58.33.000000 PM";"0107042";"26-JUN-26 02.58.33.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"018";"JL";"JLB";"JLBOC018";"Jalan Koleksi Utara OC018";"PJG";"1010";"MTR";"900";"110";"0";"";"26-JUN-26 02.57.54.000000 PM";"0107042";"26-JUN-26 02.57.54.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"018";"JL";"JLE";"JLEOC018";"Jalan Utama OC018";"PJG";"244";"MTR";"244";"0";"0";"WOWIF/SA1/202607/020031";"08-JUL-26 08.03.52.000000 AM";"0107042";"08-JUL-26 08.03.52.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"019";"JL";"JLA";"JLAOC019";"Jalan Transport Timur OC019";"PJG";"253";"MTR";"253";"0";"0";"WOWIF/SA1/202607/020053";"10-JUL-26 06.46.12.000000 AM";"0107042";"10-JUL-26 06.46.12.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"019";"JL";"JLB";"JLBOC019";"Jalan Koleksi Utara OC019";"PJG";"1015";"MTR";"895";"120";"0";"";"26-JUN-26 02.57.17.000000 PM";"0107042";"26-JUN-26 02.57.17.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"020";"JL";"JLB";"JLBOC020";"Jalan Koleksi Utara OC020";"PJG";"1149";"MTR";"1069";"80";"0";"";"20-APR-26 12.30.45.000000 PM";"0107042";"20-APR-26 12.30.45.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"021";"JL";"JLB";"JLBOC021";"Jalan Koleksi Utara OC021";"PJG";"1155";"MTR";"1155";"0";"0";"WOWIF/SA1/202607/020050";"10-JUL-26 06.44.00.000000 AM";"0107042";"10-JUL-26 06.44.00.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"022";"JL";"JLA";"JLAOC022";"Jalan Transport Timur OC022";"PJG";"249";"MTR";"249";"0";"0";"WOWIF/SA1/202607/020054";"10-JUL-26 06.47.19.000000 AM";"0107042";"10-JUL-26 06.47.19.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"022";"JL";"JLB";"JLBOC022";"Jalan Koleksi Utara OC022";"PJG";"1017";"MTR";"1017";"0";"0";"";"26-JUN-25 10.04.01.000000 AM";"0107042";"26-JUN-25 10.04.01.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"023";"JL";"JLB";"JLBOC023";"Jalan Koleksi Utara OC023";"PJG";"1017";"MTR";"957";"60";"0";"";"05-JUN-26 03.42.10.000000 PM";"0107042";"05-JUN-26 03.42.10.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"023";"JL";"JLE";"JLEOC023";"Jalan Utama OC023";"PJG";"231";"MTR";"231";"0";"0";"WOWIF/SA1/202607/020032";"08-JUL-26 08.05.06.000000 AM";"0107042";"08-JUL-26 08.05.06.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"024";"JL";"JLA";"JLAOC024";"Jalan Transport Timur OC024";"PJG";"218";"MTR";"218";"0";"0";"WOWIF/SA1/202608/020035";"12-AUG-26 08.20.37.000000 AM";"0107042";"12-AUG-26 08.20.37.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"024";"JL";"JLB";"JLBOC024";"Jalan Koleksi Utara OC024";"PJG";"1255";"MTR";"1255";"0";"0";"WOWIF/SA1/202510/020038";"08-OCT-25 06.32.22.000000 AM";"0107042";"08-OCT-25 06.32.22.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OC";"OC002";"JL";"JLA";"JLAOC002";"Jalan Transport Timur OC002";"";"";"";"";"";"";"";"";"";"";"";"";"";"ROLLING - 2";"";"Y"
"SA1";"OC";"OC002";"JL";"JLB";"JLBOC002";"Jalan Koleksi Utara OC002";"";"";"";"";"";"";"";"";"";"";"";"";"";"ROLLING - 2";"";"Y"
"SA1";"OD";"001";"JL";"JLA";"JLAOD001";"Jalan Transport Timur OD001";"PJG";"255";"MTR";"255";"0";"0";"WOWIF/SA1/202608/020036";"12-AUG-26 08.22.11.000000 AM";"0107042";"12-AUG-26 08.22.11.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"001";"JL";"JLB";"JLBOD001";"Jalan Koleksi Utara OD001";"PJG";"1263";"MTR";"1263";"0";"0";"WOWIF/SA1/202506/020173";"28-JUN-25 10.46.54.000000 AM";"0107042";"28-JUN-25 10.46.54.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"002";"JL";"JLB";"JLBOD002";"Jalan Koleksi Utara OD002";"PJG";"1006";"MTR";"1006";"0";"0";"WOWIF/SA1/202506/020174";"28-JUN-25 10.47.47.000000 AM";"0107042";"28-JUN-25 10.47.47.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"002";"JL";"JLE";"JLEOD002";"Jalan Utama OD002";"PJG";"256";"MTR";"256";"0";"0";"WOWIF/SA1/202607/020033";"08-JUL-26 08.05.55.000000 AM";"0107042";"08-JUL-26 08.05.55.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"003";"JL";"JLA";"JLAOD003";"Jalan Transport Timur OD003";"PJG";"247";"MTR";"247";"0";"0";"";"08-JUN-26 02.55.22.000000 PM";"0107042";"08-JUN-26 02.55.22.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"003";"JL";"JLB";"JLBOD003";"Jalan Koleksi Utara OD003";"PJG";"1011";"MTR";"1011";"0";"0";"WOWIF/SA1/202507/020077";"18-JUL-25 09.12.43.000000 AM";"0107042";"18-JUL-25 09.12.43.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"004";"JL";"JLB";"JLBOD004";"Jalan Koleksi Utara OD004";"PJG";"1164";"MTR";"1164";"0";"0";"";"23-MAY-25 10.21.41.000000 AM";"0107042";"23-MAY-25 10.21.41.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"005";"JL";"JLB";"JLBOD005";"Jalan Koleksi Utara OD005";"PJG";"1141";"MTR";"1141";"0";"0";"";"05-JUN-25 09.53.11.000000 AM";"0107042";"05-JUN-25 09.53.11.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"006";"JL";"JLA";"JLAOD006";"Jalan Transport Timur OD006";"PJG";"253";"MTR";"253";"0";"0";"";"08-JUN-26 02.55.53.000000 PM";"0107042";"08-JUN-26 02.55.53.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"006";"JL";"JLB";"JLBOD006";"Jalan Koleksi Utara OD006";"PJG";"1012";"MTR";"1012";"0";"0";"WOWIF/SA1/202509/020012";"06-SEP-25 11.17.49.000000 AM";"0107042";"06-SEP-25 11.17.49.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"007";"JL";"JLB";"JLBOD007";"Jalan Koleksi Utara OD007";"PJG";"1002";"MTR";"1002";"0";"0";"WOWIF/SA1/202607/020119";"01-AUG-26 10.54.48.000000 AM";"0107042";"01-AUG-26 10.54.48.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"007";"JL";"JLE";"JLEOD007";"Jalan Utama OD007";"PJG";"258";"MTR";"258";"0";"0";"WOWIF/SA1/202607/020034";"08-JUL-26 08.07.29.000000 AM";"0107042";"08-JUL-26 08.07.29.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"008";"JL";"JLA";"JLAOD008";"Jalan Transport Timur OD008";"PJG";"267";"MTR";"267";"0";"0";"WOWIF/SA1/202608/020037";"12-AUG-26 08.23.00.000000 AM";"0107042";"12-AUG-26 08.23.00.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"008";"JL";"JLB";"JLBOD008";"Jalan Koleksi Utara OD008";"PJG";"1254";"MTR";"1254";"0";"0";"WOWIF/SA1/202507/020025";"05-JUL-25 09.33.27.000000 AM";"0107042";"05-JUL-25 09.33.27.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"009";"JL";"JLA";"JLAOD009";"Jalan Transport Timur OD009";"PJG";"247";"MTR";"247";"0";"0";"WOWIF/SA1/202607/020048";"09-JUL-26 08.18.18.000000 AM";"0107042";"09-JUL-26 08.18.18.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"009";"JL";"JLB";"JLBOD009";"Jalan Koleksi Utara OD009";"PJG";"1257";"MTR";"1227";"30";"0";"";"30-MAR-26 11.24.53.000000 AM";"0107042";"30-MAR-26 11.24.53.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"010";"JL";"JLB";"JLBOD010";"Jalan Koleksi Utara OD010";"PJG";"997";"MTR";"997";"0";"0";"WOWIF/SA1/202602/020030";"21-FEB-26 07.42.52.000000 AM";"0107042";"21-FEB-26 07.42.52.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"010";"JL";"JLE";"JLEOD010";"Jalan Utama OD010";"PJG";"238";"MTR";"223";"15";"0";"";"08-JUN-26 03.10.29.000000 PM";"0107042";"08-JUN-26 03.10.29.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"011";"JL";"JLA";"JLAOD011";"Jalan Transport Timur OD011";"PJG";"251";"MTR";"251";"0";"0";"";"23-MAY-25 10.23.29.000000 AM";"0107042";"23-MAY-25 10.23.29.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"011";"JL";"JLB";"JLBOD011";"Jalan Koleksi Utara OD011";"PJG";"1011";"MTR";"931";"80";"0";"";"05-JAN-26 12.02.15.000000 PM";"0107042";"05-JAN-26 12.24.20.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"012";"JL";"JLB";"JLBOD012";"Jalan Koleksi Utara OD012";"PJG";"1168";"MTR";"1168";"0";"0";"";"19-FEB-24 02.11.41.000000 PM";"0107042";"19-FEB-24 02.11.41.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"013";"JL";"JLB";"JLBOD013";"Jalan Koleksi Utara OD013";"PJG";"1171";"MTR";"1171";"0";"0";"WOWIF/SA1/202601/020106";"28-JAN-26 03.05.48.000000 PM";"0107042";"28-JAN-26 03.05.48.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"013";"JL";"JLF";"JLFOD013a";"Jalan Koleksi Dalam OD013";"PJG";"336";"MTR";"336";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OD";"014";"JL";"JLA";"JLAOD014";"Jalan Transport Timur OD014";"PJG";"249";"MTR";"249";"0";"0";"";"08-JUN-26 03.13.03.000000 PM";"0107042";"08-JUN-26 03.13.03.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"014";"JL";"JLB";"JLBOD014";"Jalan Koleksi Utara OD014";"PJG";"700";"MTR";"640";"60";"0";"";"02-SEP-25 09.21.32.000000 AM";"0107042";"02-SEP-25 09.21.32.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"015";"JL";"JLB";"JLBOD015";"Jalan Koleksi Utara OD015";"PJG";"993";"MTR";"993";"0";"0";"WOWIF/SA1/202602/020031";"21-FEB-26 07.43.42.000000 AM";"0107042";"21-FEB-26 07.43.42.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"015";"JL";"JLE";"JLEOD015";"Jalan Utama OD015";"PJG";"456";"MTR";"436";"20";"0";"";"08-JUN-26 03.14.15.000000 PM";"0107042";"08-JUN-26 03.14.15.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"016";"JL";"JLA";"JLAOD016";"Jalan Transport Timur OD016";"PJG";"240";"MTR";"240";"0";"0";"WOWIF/SA1/202607/020047";"09-JUL-26 08.19.08.000000 AM";"0107042";"09-JUL-26 08.19.08.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"016";"JL";"JLB";"JLBOD016";"Jalan Koleksi Utara OD016";"PJG";"1258";"MTR";"1258";"0";"0";"WOWIF/SA1/202607/020062";"09-JUL-26 08.17.37.000000 AM";"0107042";"09-JUL-26 08.17.37.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"017";"JL";"JLA";"JLAOD017";"Jalan Transport Timur OD017";"PJG";"243";"MTR";"243";"0";"0";"WOWIF/SA1/202607/020046";"09-JUL-26 08.19.51.000000 AM";"0107042";"09-JUL-26 08.19.51.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"017";"JL";"JLB";"JLBOD017";"Jalan Koleksi Utara OD017";"PJG";"1255";"MTR";"1195";"60";"0";"";"08-JUL-26 07.54.13.000000 AM";"0107042";"08-JUL-26 08.07.39.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"018";"JL";"JLB";"JLBOD018";"Jalan Koleksi Utara OD018";"PJG";"676";"MTR";"676";"0";"0";"";"08-JUN-26 03.18.44.000000 PM";"0107042";"08-JUN-26 03.18.44.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"018";"JL";"JLE";"JLEOD018";"Jalan Utama OD018";"PJG";"490";"MTR";"490";"0";"0";"";"09-JAN-24 09.27.06.000000 AM";"0107042";"09-JAN-24 09.27.06.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"019";"JL";"JLA";"JLAOD019";"Jalan Transport Timur OD019";"PJG";"250";"MTR";"250";"0";"0";"";"08-JUN-26 03.28.23.000000 PM";"0107042";"08-JUN-26 03.28.23.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"019";"JL";"JLB";"JLBOD019";"Jalan Koleksi Utara OD019";"PJG";"1000";"MTR";"960";"40";"0";"";"26-MAR-26 12.30.26.000000 PM";"0107042";"26-MAR-26 12.30.26.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"020";"JL";"JLB";"JLBOD020";"Jalan Koleksi Utara OD020";"PJG";"1167";"MTR";"1167";"0";"0";"";"21-JUN-25 10.26.20.000000 AM";"0107042";"21-JUN-25 10.26.20.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OD";"020";"JL";"JLF";"JLFOD020a";"Jalan Koleksi Dalam OD020";"PJG";"261";"MTR";"261";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OD";"OD013";"JL";"JLF";"JLFOD013";"Jalan Koleksi Dalam OD013";"PJG";"336";"MTR";"336";"0";"0";"";"08-JUN-26 03.12.27.000000 PM";"0107042";"08-JUN-26 03.12.27.000000 PM";"0107042";"0";"0";"DATAR";"";"Y"
"SA1";"OD";"OD020";"JL";"JLF";"JLFOD020";"Jalan Koleksi Dalam OD020";"PJG";"261";"MTR";"241";"20";"0";"";"08-JUN-26 03.19.44.000000 PM";"0107042";"08-JUN-26 03.19.44.000000 PM";"0107042";"0";"0";"DATAR";"";"Y"
"SA1";"OE";"001";"JL";"JLA";"JLAOE001";"Jalan Transport Timur OE001";"PJG";"313";"MTR";"313";"0";"0";"WOWIF/SA1/202607/020045";"09-JUL-26 08.20.31.000000 AM";"0107042";"09-JUL-26 08.20.31.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"001";"JL";"JLB";"JLBOE001";"Jalan Koleksi Utara OE001";"PJG";"1259";"MTR";"1179";"80";"0";"";"22-FEB-25 01.02.25.000000 PM";"0107042";"22-FEB-25 01.02.25.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"002";"JL";"JLB";"JLBOE002";"Jalan Koleksi Utara OE002";"PJG";"989";"MTR";"989";"0";"0";"WOWIF/SA1/202607/020112";"30-JUL-26 07.54.20.000000 AM";"0107042";"30-JUL-26 07.54.20.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"002";"JL";"JLE";"JLEOE002";"Jalan Utama OE002";"PJG";"290";"MTR";"250";"40";"0";"";"26-JUN-26 02.23.18.000000 PM";"0107042";"26-JUN-26 02.23.18.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"003";"JL";"JLA";"JLAOE003";"Jalan Transport Timur OE003";"PJG";"270";"MTR";"270";"0";"0";"";"10-JUN-26 07.58.42.000000 PM";"0107042";"10-JUN-26 07.58.42.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"003";"JL";"JLB";"JLBOE003";"Jalan Koleksi Utara OE003";"PJG";"1013";"MTR";"933";"80";"0";"";"26-JUN-26 10.17.28.000000 AM";"0107042";"26-JUN-26 10.17.28.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"004";"JL";"JLB";"JLBOE004";"Jalan Koleksi Utara OE004";"PJG";"1173";"MTR";"1103";"70";"0";"";"26-JUN-26 10.18.08.000000 AM";"0107042";"26-JUN-26 10.18.08.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"004";"JL";"JLF";"JLFOE004a";"Jalan Koleksi Dalam OE004";"PJG";"261";"MTR";"261";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OE";"005";"JL";"JLB";"JLBOE005";"Jalan Koleksi Utara OE005";"PJG";"1171";"MTR";"1171";"0";"0";"WOWIF/SA1/202607/020116";"31-JUL-26 09.31.03.000000 AM";"0107042";"31-JUL-26 09.31.03.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"005";"JL";"JLF";"JLFOE005a";"Jalan Koleksi Dalam OE005";"PJG";"265";"MTR";"265";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OE";"006";"JL";"JLA";"JLAOE006";"Jalan Transport Timur OE006";"PJG";"228";"MTR";"228";"0";"0";"";"05-JUN-25 09.53.55.000000 AM";"0107042";"05-JUN-25 09.53.55.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"006";"JL";"JLB";"JLBOE006";"Jalan Koleksi Utara OE006";"PJG";"1011";"MTR";"1011";"0";"0";"WOWIF/SA1/202601/020108";"30-JAN-26 10.45.12.000000 AM";"1060291";"30-JAN-26 10.45.12.000000 AM";"1060291";"0";"0";"";"";"Y"
"SA1";"OE";"007";"JL";"JLB";"JLBOE007";"Jalan Koleksi Utara OE007";"PJG";"1080";"MTR";"1080";"0";"0";"WOWIF/SA1/202601/020109";"30-JAN-26 10.44.28.000000 AM";"1060291";"30-JAN-26 10.44.28.000000 AM";"1060291";"0";"0";"";"";"Y"
"SA1";"OE";"007";"JL";"JLE";"JLEOE007";"Jalan Utama OE007";"PJG";"218";"MTR";"168";"50";"0";"";"08-MAR-25 10.51.14.000000 AM";"0107042";"08-MAR-25 10.51.14.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"008";"JL";"JLA";"JLAOE008";"Jalan Transport Timur OE008";"PJG";"230";"MTR";"190";"40";"0";"";"10-JUN-26 08.01.23.000000 PM";"0107042";"10-JUN-26 08.01.23.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"008";"JL";"JLB";"JLBOE008";"Jalan Koleksi Utara OE008";"PJG";"1175";"MTR";"1175";"0";"0";"";"28-OCT-23 09.27.05.000000 AM";"0107042";"28-OCT-23 09.27.05.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"008";"JL";"JLD";"JLDOE008";"Jalan Koleksi Selatan OE008";"PJG";"1063";"MTR";"1063";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OE";"009";"JL";"JLB";"JLBOE009";"Jalan Koleksi Utara OE009";"PJG";"1090";"MTR";"1060";"30";"0";"";"20-FEB-26 08.30.36.000000 AM";"0107042";"20-FEB-26 08.30.36.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"009";"JL";"JLE";"JLEOE009";"Jalan Utama OE009";"PJG";"281";"MTR";"281";"0";"0";"WOWIF/SA1/202606/020089";"30-JUN-26 08.23.25.000000 AM";"0107042";"30-JUN-26 08.23.25.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"010";"JL";"JLA";"JLAOE010";"Jalan Transport Timur OE010";"PJG";"267";"MTR";"267";"0";"0";"";"10-JUN-26 07.59.34.000000 PM";"0107042";"10-JUN-26 07.59.34.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"010";"JL";"JLB";"JLBOE010";"Jalan Koleksi Utara OE010";"PJG";"1009";"MTR";"1009";"0";"0";"WOGIF/SA1/202507/020220";"24-JUL-25 08.16.08.000000 AM";"0107042";"24-JUL-25 08.16.08.000000 AM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"011";"JL";"JLA";"JLAOE011";"Jalan Transport Timur OE011";"PJG";"246";"MTR";"246";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OE";"011";"JL";"JLB";"JLBOE011";"Jalan Koleksi Utara OE011";"PJG";"1167";"MTR";"1137";"30";"0";"";"10-JUN-26 08.02.53.000000 PM";"0107042";"10-JUN-26 08.02.53.000000 PM";"0107042";"0";"0";"";"";"Y"
"SA1";"OE";"012";"JL";"JLA";"JLAOE012";"Jalan Transport Timur OE012";"PJG";"270";"MTR";"270";"0";"0";"";"05-APR-23 10.00.00.000000 AM";"SYSTEM";"05-APR-23 10.00.00.000000 AM";"";"";"";"";"";"N"
"SA1";"OE";"012";"JL";"JLB";"JLBOE012";"Jalan Koleksi Utara OE012";"PJG";"1166";"MTR";"1166";"0";"0";"WOWIF/SA1/202507/020083";"21-JUL-25 10.44.45.000000 AM";"0107042";"21-JUL-25 10.44.45.000000 AM";"0107042";"0";"0";"";"";"Y"
